amount,location,device,time,is_fraud
25.29,Tokyo,Tablet,12,0
5.77,New York,Desktop,0,0
9.25,New York,Tablet,6,0
1417.79,Dubai,Unknown,4,1
359.7,Dubai,Desktop,12,0
96.18,Toronto,Mobile,11,0
34.42,Tokyo,Tablet,12,0
534.95,Tokyo,Tablet,3,1
72.93,New York,Tablet,10,0
142.98,Dubai,Mobile,9,0
10.08,Dubai,Mobile,0,0
453.3,Mumbai,Mobile,4,1
15.81,Tokyo,Desktop,13,0
17.74,Sydney,Mobile,8,0
134.15,Sydney,Mobile,14,0
38.48,London,Mobile,4,0
71.16,London,Unknown,19,0
27.32,London,Desktop,8,0
68.36,Mumbai,Desktop,3,0
27.09,Mumbai,Tablet,6,0
37.63,Mumbai,Desktop,19,0
23.2,Paris,Mobile,14,0
33.25,London,Desktop,6,0
12.34,London,Desktop,13,0
12.41,Sydney,Desktop,20,0
202.17,Tokyo,Mobile,7,0
25.02,Mumbai,Unknown,8,0
27.79,New York,Desktop,3,0
33.95,Tokyo,Desktop,11,0
24.16,London,Desktop,2,0
59.67,Toronto,Mobile,8,0
30.58,Dubai,Desktop,12,0
29.58,Mumbai,Desktop,8,0
10.56,Dubai,Tablet,6,0
110.46,Mumbai,Unknown,12,0
204.46,Toronto,Unknown,22,1
5.2,Mumbai,Tablet,22,0
14.59,London,Unknown,0,0
25.68,New York,Mobile,10,0
334.5,Mumbai,Unknown,6,1
101.02,London,Mobile,2,0
104.38,Toronto,Desktop,19,1
512.68,Toronto,Tablet,2,1
16.96,Paris,Tablet,22,0
18.74,Tokyo,Mobile,8,0
22.12,Sydney,Mobile,1,0
22.28,Paris,Unknown,10,0
54.83,Toronto,Desktop,16,0
33.23,Tokyo,Mobile,12,0
13.09,Sydney,Unknown,14,0
14.48,Sydney,Mobile,18,0
15.65,Sydney,Desktop,21,0
5.09,Tokyo,Tablet,13,0
31.27,London,Tablet,17,0
115.95,London,Unknown,7,0
10.94,London,Mobile,9,0
50.86,Toronto,Mobile,2,0
19.72,Mumbai,Tablet,12,0
64.4,Sydney,Unknown,7,0
56.0,Sydney,Desktop,3,1
13.63,New York,Unknown,13,0
13.62,Tokyo,Mobile,20,0
12.54,Dubai,Tablet,6,0
68.84,Paris,Unknown,0,0
7.44,Dubai,Desktop,5,0
104.82,London,Mobile,21,0
70.51,Toronto,Mobile,19,0
92.27,Toronto,Mobile,2,0
18.3,New York,Mobile,3,0
21.41,Toronto,Unknown,22,0
33.25,Sydney,Mobile,8,0
13.77,Toronto,Desktop,7,0
17.96,Tokyo,Unknown,21,0
103.43,Paris,Desktop,18,0
105.97,Sydney,Unknown,11,0
42.79,Toronto,Desktop,8,0
1586.59,Toronto,Desktop,3,1
89.23,Mumbai,Unknown,5,1
19.5,Dubai,Mobile,15,0
61.38,Mumbai,Tablet,9,1
55.57,Mumbai,Tablet,2,0
27.56,Paris,Unknown,23,0
20.64,Dubai,Mobile,21,0
58.83,Sydney,Mobile,2,1
83.35,New York,Mobile,6,0
39.13,Toronto,Unknown,1,0
86.28,Sydney,Tablet,3,0
32.48,Sydney,Mobile,10,0
24.59,London,Desktop,23,0
7.48,Tokyo,Mobile,1,0
110.75,London,Tablet,14,0
3.19,New York,Tablet,15,0
183.38,New York,Mobile,5,0
526.99,Sydney,Mobile,14,0
64.87,Dubai,Desktop,2,0
52.95,New York,Desktop,23,0
63.66,Tokyo,Unknown,20,0
355.09,Tokyo,Mobile,12,1
46.93,Mumbai,Unknown,1,0
5.69,Sydney,Unknown,8,0
4.31,Sydney,Desktop,18,0
37.9,Toronto,Tablet,4,0
24.07,Toronto,Tablet,7,0
15.69,Paris,Desktop,11,0
6.64,Dubai,Mobile,10,0
53.5,Dubai,Unknown,22,0
44.1,London,Mobile,18,0
617.54,London,Unknown,10,1
12.44,Paris,Tablet,7,0
18.72,Sydney,Unknown,1,0
264.89,Mumbai,Mobile,17,0
304.08,Mumbai,Desktop,11,0
45.83,Paris,Mobile,8,0
7.3,Mumbai,Unknown,0,0
66.83,Tokyo,Mobile,18,0
22.94,Paris,Mobile,12,0
20.88,Dubai,Desktop,7,0
75.55,Dubai,Mobile,15,0
91.99,Tokyo,Tablet,11,0
2.5,Paris,Desktop,12,0
25.55,Tokyo,Desktop,19,0
380.38,Sydney,Unknown,9,0
22.19,Paris,Unknown,0,0
51.63,Paris,Tablet,9,0
13.57,Mumbai,Tablet,15,0
68.43,Tokyo,Unknown,22,0
29.15,New York,Tablet,14,0
58.05,Sydney,Unknown,17,1
24.56,Toronto,Unknown,18,0
164.24,Mumbai,Unknown,6,0
7.8,Sydney,Desktop,0,0
52.46,Paris,Unknown,14,0
39.0,Sydney,Unknown,15,0
97.01,Sydney,Desktop,21,0
9.89,Toronto,Mobile,21,0
87.25,Paris,Desktop,11,0
49.79,Toronto,Desktop,0,0
23.14,Sydney,Tablet,6,0
132.12,Tokyo,Desktop,16,0
19.92,New York,Tablet,9,0
39.42,Sydney,Tablet,8,0
34.58,Tokyo,Tablet,0,0
145.69,New York,Tablet,16,0
60.85,Tokyo,Unknown,19,0
102.3,Dubai,Unknown,23,0
13.16,Paris,Mobile,3,0
20.89,London,Tablet,18,0
44.43,Sydney,Desktop,15,0
20.79,New York,Tablet,0,0
22.08,London,Desktop,13,0
9.76,Tokyo,Mobile,23,0
16.59,Mumbai,Mobile,11,0
5.12,Toronto,Tablet,21,0
26.31,Toronto,Tablet,14,0
6.49,New York,Tablet,1,0
19.79,Sydney,Tablet,16,0
135.21,New York,Unknown,22,1
8.85,Tokyo,Mobile,7,0
25.85,Toronto,Unknown,16,0
37.75,London,Unknown,12,0
237.89,Tokyo,Unknown,9,1
77.51,Tokyo,Mobile,22,0
9.23,Dubai,Desktop,11,0
123.55,Sydney,Tablet,10,0
73.33,Paris,Mobile,21,0
81.68,Sydney,Mobile,3,1
120.41,New York,Mobile,9,0
26.86,Tokyo,Tablet,23,0
82.65,Dubai,Mobile,19,0
26.01,Toronto,Mobile,3,0
44.6,Sydney,Desktop,16,0
15.07,London,Unknown,9,0
23.16,Paris,Tablet,8,0
6.72,Sydney,Tablet,20,0
60.93,Tokyo,Mobile,21,0
55.63,Paris,Mobile,13,0
29.76,Tokyo,Mobile,21,0
52.89,London,Mobile,1,0
38.46,Paris,Mobile,22,0
335.52,New York,Unknown,13,0
48.04,Mumbai,Mobile,11,0
46.57,Toronto,Unknown,10,0
644.44,Toronto,Unknown,14,1
83.76,Sydney,Mobile,18,0
84.93,Mumbai,Desktop,18,0
51.26,Dubai,Desktop,8,0
639.2,Mumbai,Unknown,1,1
1303.46,Dubai,Mobile,4,1
36.33,Sydney,Desktop,1,0
68.3,Dubai,Desktop,21,0
38.29,Dubai,Mobile,21,0
9.29,Mumbai,Unknown,8,0
29.17,Mumbai,Tablet,22,0
42.6,Tokyo,Unknown,18,0
29.06,New York,Unknown,16,0
58.3,New York,Mobile,12,0
221.7,Dubai,Mobile,20,0
72.13,Mumbai,Desktop,23,0
898.6,London,Tablet,4,1
37.52,Tokyo,Mobile,16,0
59.33,London,Tablet,13,0
390.77,Paris,Unknown,17,0
5.28,Mumbai,Tablet,13,0
35.42,Toronto,Tablet,23,0
127.76,New York,Mobile,6,0
27.17,Dubai,Unknown,17,0
42.43,Sydney,Unknown,8,0
51.83,Tokyo,Mobile,4,0
92.39,Dubai,Desktop,12,0
90.03,Mumbai,Mobile,21,0
27.5,London,Mobile,2,0
31.43,London,Tablet,5,0
18.79,Sydney,Unknown,22,0
58.2,London,Unknown,13,0
135.8,New York,Unknown,3,1
11.7,Dubai,Unknown,7,0
11.37,Toronto,Unknown,20,0
48.37,Sydney,Desktop,16,0
24.79,Toronto,Unknown,9,0
34.25,New York,Mobile,0,0
27.6,Mumbai,Mobile,10,0
41.95,Mumbai,Tablet,10,0
57.8,Paris,Desktop,12,0
6.15,Tokyo,Tablet,3,0
85.92,New York,Desktop,21,0
15.66,Tokyo,Tablet,9,0
30.0,Toronto,Desktop,12,0
234.21,Mumbai,Unknown,12,1
44.79,Tokyo,Tablet,18,0
154.67,Sydney,Desktop,9,1
283.37,New York,Unknown,22,1
8.84,Dubai,Tablet,23,0
29.4,Dubai,Mobile,14,0
18.0,Mumbai,Tablet,3,0
68.76,New York,Desktop,11,0
56.54,Toronto,Desktop,23,0
151.3,Toronto,Unknown,4,0
730.81,Mumbai,Tablet,23,1
19.17,Paris,Desktop,20,0
54.28,New York,Mobile,18,0
14.8,Dubai,Unknown,17,0
44.98,Paris,Mobile,15,0
5.31,Paris,Unknown,20,0
47.0,Mumbai,Desktop,23,0
106.02,Tokyo,Tablet,8,0
45.52,Sydney,Desktop,19,0
141.0,Tokyo,Unknown,3,0
31.8,Tokyo,Desktop,5,0
7.51,Paris,Desktop,7,0
28.6,London,Tablet,19,0
131.77,Mumbai,Unknown,9,0
90.53,New York,Tablet,22,0
23.18,Tokyo,Mobile,18,0
48.01,Dubai,Unknown,15,0
850.89,New York,Unknown,2,1
55.49,Mumbai,Tablet,23,0
9.55,New York,Desktop,4,0
8.84,Sydney,Mobile,2,0
53.02,Mumbai,Unknown,7,1
20.2,Tokyo,Tablet,14,0
58.21,London,Unknown,13,0
1178.3,Paris,Unknown,5,1
21.42,Dubai,Mobile,12,0
12.09,Dubai,Tablet,11,0
29.95,Sydney,Mobile,9,0
75.69,London,Mobile,13,0
63.58,Toronto,Unknown,15,0
26.04,Toronto,Mobile,1,0
20.93,Tokyo,Tablet,9,0
31.29,Mumbai,Desktop,7,0
18.34,Toronto,Tablet,19,0
6.99,Paris,Mobile,6,0
22.59,New York,Mobile,20,0
107.45,Tokyo,Mobile,17,0
165.81,Paris,Desktop,18,0
197.21,London,Desktop,16,1
316.14,Sydney,Desktop,6,1
11.15,Dubai,Tablet,12,0
39.23,Tokyo,Desktop,12,0
232.57,Sydney,Unknown,11,0
10.19,London,Desktop,9,0
16.25,Mumbai,Mobile,17,0
33.02,New York,Desktop,21,0
18.67,New York,Tablet,0,0
146.01,Mumbai,Mobile,15,0
20.63,Mumbai,Mobile,7,0
24.05,New York,Tablet,7,0
8.61,Paris,Mobile,7,0
36.66,Mumbai,Unknown,22,0
40.58,Toronto,Mobile,11,0
28.48,Dubai,Unknown,11,0
45.88,New York,Tablet,11,0
32.77,Toronto,Unknown,9,0
1057.27,Mumbai,Unknown,20,1
22.41,London,Mobile,14,0
28.02,Mumbai,Mobile,7,0
61.17,New York,Mobile,19,0
27.23,Tokyo,Tablet,18,0
217.62,London,Mobile,8,0
50.6,Tokyo,Mobile,2,1
7.86,Dubai,Desktop,9,0
27.35,Mumbai,Desktop,9,0
25.69,Dubai,Mobile,11,0
47.61,Mumbai,Desktop,13,0
19.9,Tokyo,Mobile,18,0
29.44,Toronto,Tablet,2,0
4.63,Toronto,Tablet,7,0
17.82,Mumbai,Tablet,13,0
53.35,Tokyo,Mobile,6,0
172.66,Tokyo,Unknown,17,0
17.63,Mumbai,Mobile,12,0
11.93,London,Mobile,20,0
36.55,Toronto,Tablet,14,0
132.66,Toronto,Desktop,23,0
43.29,Sydney,Desktop,9,0
20.03,Mumbai,Desktop,16,0
56.39,Mumbai,Desktop,6,0
151.14,New York,Mobile,5,0
9.92,New York,Desktop,19,0
31.61,Paris,Desktop,9,0
213.62,Tokyo,Mobile,8,0
29.2,London,Tablet,1,0
64.28,London,Desktop,13,0
48.8,Sydney,Tablet,22,0
79.62,Sydney,Unknown,20,0
36.69,Dubai,Desktop,19,0
3.43,New York,Mobile,7,0
480.62,London,Desktop,15,1
20.17,Toronto,Mobile,1,0
103.42,Paris,Tablet,4,0
106.79,Tokyo,Mobile,23,0
77.49,Mumbai,Desktop,9,0
9.89,Tokyo,Desktop,13,0
50.04,Dubai,Unknown,6,1
110.19,Sydney,Tablet,6,0
20.89,Mumbai,Desktop,6,0
16.43,Dubai,Unknown,4,0
23.37,Mumbai,Mobile,10,0
20.1,New York,Desktop,1,0
75.2,Sydney,Tablet,16,0
17.16,Dubai,Unknown,18,0
58.17,Tokyo,Tablet,10,0
36.75,Sydney,Desktop,3,0
984.96,Mumbai,Mobile,2,1
26.81,Sydney,Unknown,8,0
61.03,New York,Desktop,21,0
81.76,Mumbai,Tablet,4,0
21.23,Mumbai,Desktop,5,0
97.51,London,Mobile,8,0
6.53,Paris,Desktop,18,0
92.52,Toronto,Tablet,18,0
29.6,Paris,Mobile,4,1
9.22,Mumbai,Unknown,8,0
67.58,New York,Desktop,23,0
33.61,Mumbai,Tablet,10,0
356.4,London,Unknown,2,1
1.62,Tokyo,Tablet,17,0
40.11,Toronto,Mobile,16,0
28.34,Sydney,Unknown,11,0
25.96,Dubai,Unknown,12,0
33.81,Paris,Unknown,12,0
158.46,London,Mobile,18,0
27.99,Tokyo,Unknown,4,0
33.95,New York,Desktop,8,0
30.88,London,Unknown,18,0
17.96,Tokyo,Unknown,18,0
90.82,Dubai,Mobile,9,0
28.61,Dubai,Desktop,15,0
35.18,Dubai,Desktop,17,0
9.06,Dubai,Desktop,10,0
8.6,New York,Unknown,13,0
28.15,London,Tablet,7,0
25.9,Toronto,Tablet,20,0
80.52,London,Desktop,14,0
18.28,London,Mobile,3,0
9.69,Tokyo,Mobile,23,0
855.66,London,Desktop,18,1
33.02,Paris,Desktop,13,0
182.82,Mumbai,Mobile,5,0
7.16,Toronto,Unknown,18,0
39.18,London,Mobile,8,0
107.07,Paris,Tablet,1,0
38.54,London,Desktop,21,0
32.28,Toronto,Desktop,18,0
18.62,Paris,Mobile,16,0
103.69,Sydney,Unknown,0,0
3.41,Tokyo,Tablet,22,0
14.85,Dubai,Mobile,8,0
5.74,Paris,Unknown,10,0
32.97,Toronto,Desktop,14,0
85.02,London,Tablet,0,0
53.79,Tokyo,Tablet,21,0
10.94,New York,Desktop,19,0
5.1,New York,Mobile,11,0
10.74,Paris,Desktop,6,0
267.4,Paris,Tablet,10,0
18.48,Tokyo,Desktop,0,0
125.0,Mumbai,Unknown,6,0
58.05,Dubai,Unknown,5,0
78.15,Dubai,Mobile,12,0
7.53,Paris,Unknown,23,0
55.1,Sydney,Tablet,15,0
50.27,Tokyo,Mobile,10,0
58.91,Mumbai,Desktop,19,0
90.66,Dubai,Mobile,11,0
27.5,Tokyo,Mobile,9,0
29.02,Tokyo,Mobile,17,0
50.43,Paris,Desktop,20,0
13.88,Mumbai,Unknown,0,0
365.09,Mumbai,Unknown,17,1
26.23,Sydney,Mobile,16,0
3.53,Dubai,Unknown,13,0
25.07,London,Mobile,7,0
64.16,Tokyo,Desktop,0,0
54.26,Toronto,Tablet,10,0
13.85,Dubai,Desktop,8,0
28.74,Paris,Desktop,23,0
10.89,Tokyo,Mobile,17,0
12.87,Dubai,Mobile,10,0
25.63,Tokyo,Desktop,4,0
9.58,Mumbai,Tablet,11,0
121.14,Tokyo,Tablet,6,0
18.35,Mumbai,Desktop,12,0
145.38,Tokyo,Tablet,14,0
3.67,Tokyo,Unknown,6,0
22.49,New York,Desktop,0,0
47.94,Dubai,Unknown,18,0
14.95,Tokyo,Mobile,16,0
26.17,Toronto,Desktop,11,0
14.81,Paris,Tablet,17,0
23.61,New York,Unknown,8,0
148.19,Tokyo,Unknown,7,1
6.74,London,Tablet,11,0
219.11,New York,Tablet,11,0
4.74,New York,Tablet,16,0
31.0,Paris,Unknown,17,0
33.12,Mumbai,Mobile,12,0
84.78,Mumbai,Tablet,11,0
19.59,Sydney,Unknown,9,0
274.17,Paris,Unknown,18,1
16.36,London,Mobile,10,0
7.9,Dubai,Mobile,10,0
42.85,New York,Desktop,10,0
288.66,London,Tablet,23,0
41.48,New York,Mobile,14,0
54.11,Sydney,Unknown,7,1
1370.42,Paris,Unknown,17,1
6.33,New York,Mobile,14,0
44.88,Sydney,Unknown,8,0
17.65,Sydney,Unknown,12,0
50.31,New York,Desktop,16,0
1014.93,Paris,Unknown,19,1
157.92,Tokyo,Tablet,20,0
39.84,Sydney,Desktop,12,0
59.69,Dubai,Tablet,1,0
11.02,Mumbai,Tablet,5,0
29.08,London,Unknown,5,0
66.9,Dubai,Desktop,9,0
98.01,Tokyo,Tablet,8,0
18.09,London,Desktop,12,0
1062.21,Toronto,Mobile,0,1
14.23,Mumbai,Desktop,22,0
49.57,Tokyo,Mobile,20,0
1315.38,London,Unknown,23,1
28.14,London,Unknown,7,0
14.59,Sydney,Desktop,17,0
12.13,Dubai,Unknown,21,0
40.95,Paris,Tablet,21,0
16.58,Sydney,Unknown,23,0
5.41,Toronto,Tablet,14,0
112.16,Dubai,Unknown,5,0
24.67,Toronto,Tablet,21,0
602.91,Sydney,Unknown,4,1
24.37,Dubai,Desktop,4,0
101.76,Mumbai,Desktop,6,0
63.25,Sydney,Desktop,0,0
12.41,Sydney,Mobile,19,0
193.64,Dubai,Desktop,0,0
468.16,New York,Mobile,10,1
107.26,Paris,Unknown,23,0
1351.21,Toronto,Tablet,20,1
186.09,Sydney,Mobile,11,0
150.53,Sydney,Mobile,16,0
80.96,London,Unknown,16,0
4.44,Mumbai,Tablet,13,0
15.5,Dubai,Mobile,7,0
6.83,Sydney,Tablet,15,0
3.61,Sydney,Tablet,3,0
8.11,Sydney,Mobile,15,0
144.22,London,Tablet,13,0
70.73,Sydney,Tablet,14,0
358.55,Sydney,Unknown,16,0
1107.66,Dubai,Mobile,0,1
24.69,Tokyo,Desktop,0,0
48.6,New York,Desktop,12,0
10.47,New York,Desktop,4,0
45.97,Paris,Unknown,3,0
73.46,New York,Unknown,20,0
1046.17,New York,Tablet,2,1
7.45,Sydney,Tablet,11,0
74.77,London,Desktop,9,0
25.96,Mumbai,Tablet,10,0
97.54,New York,Mobile,17,0
2.87,London,Desktop,3,0
54.69,New York,Unknown,3,0
24.6,New York,Tablet,1,0
113.31,Dubai,Mobile,23,0
1245.93,London,Unknown,1,1
93.76,Sydney,Mobile,3,1
121.86,New York,Unknown,1,0
1196.26,Dubai,Unknown,2,1
37.38,Toronto,Tablet,22,0
27.17,Toronto,Tablet,6,0
26.06,Toronto,Tablet,6,0
18.0,Sydney,Desktop,1,0
21.17,Tokyo,Mobile,16,0
44.57,New York,Unknown,10,0
47.77,New York,Tablet,19,0
7.8,Sydney,Mobile,15,0
10.9,Dubai,Tablet,5,0
13.84,London,Unknown,16,0
24.11,Mumbai,Desktop,8,0
11.62,New York,Tablet,5,0
35.88,Dubai,Mobile,4,0
24.35,Mumbai,Mobile,15,0
10.25,Tokyo,Mobile,13,0
15.43,Tokyo,Unknown,23,0
50.89,New York,Tablet,14,0
56.64,Toronto,Desktop,21,0
71.43,Sydney,Desktop,6,0
53.31,Sydney,Unknown,9,0
66.5,Tokyo,Tablet,17,0
33.62,Tokyo,Unknown,11,0
5.03,Toronto,Tablet,15,0
14.13,Dubai,Mobile,15,0
21.6,Tokyo,Mobile,11,0
32.7,Toronto,Desktop,22,0
100.47,Sydney,Tablet,20,0
36.45,Tokyo,Unknown,7,0
37.27,Sydney,Desktop,20,0
54.18,Sydney,Tablet,10,0
11.21,Mumbai,Tablet,22,0
3.42,Tokyo,Desktop,9,0
40.43,Tokyo,Unknown,15,0
10.62,Tokyo,Tablet,11,0
34.73,Toronto,Tablet,0,0
218.9,Mumbai,Tablet,13,0
83.55,Mumbai,Mobile,2,1
65.17,Toronto,Tablet,22,0
167.51,Sydney,Mobile,7,0
85.42,Paris,Unknown,7,0
62.34,Toronto,Mobile,23,0
18.32,Sydney,Mobile,0,0
35.37,Tokyo,Tablet,1,0
31.39,Tokyo,Mobile,0,0
15.41,Sydney,Unknown,17,0
40.44,Toronto,Tablet,6,0
44.82,New York,Unknown,18,0
22.79,Paris,Unknown,8,0
170.74,Toronto,Unknown,17,1
76.1,Dubai,Mobile,18,0
6.4,Paris,Tablet,0,0
77.97,Sydney,Unknown,5,0
50.05,New York,Tablet,18,0
20.32,Sydney,Mobile,21,0
155.17,Tokyo,Mobile,13,0
60.02,Paris,Unknown,3,1
29.96,London,Mobile,11,0
11.82,Mumbai,Mobile,1,0
29.16,Mumbai,Tablet,19,0
15.11,Tokyo,Unknown,17,0
36.28,London,Tablet,1,0
6.71,London,Tablet,21,0
16.39,Sydney,Tablet,17,0
21.59,Paris,Tablet,6,0
8.27,Tokyo,Desktop,14,0
28.21,London,Mobile,20,0
26.69,Paris,Desktop,9,0
38.56,Sydney,Mobile,7,0
72.68,Mumbai,Desktop,6,0
46.72,Paris,Mobile,0,0
124.7,Mumbai,Mobile,3,0
81.77,Toronto,Desktop,10,0
1.95,London,Desktop,10,0
117.89,Sydney,Desktop,20,0
63.95,Toronto,Mobile,18,0
34.63,Mumbai,Mobile,9,0
851.4,Dubai,Tablet,0,1
22.37,Dubai,Mobile,5,0
73.67,London,Tablet,2,0
10.53,Mumbai,Mobile,2,0
31.17,Dubai,Mobile,13,0
94.56,New York,Unknown,17,1
23.65,Dubai,Tablet,11,0
8.6,Dubai,Desktop,12,0
33.76,Tokyo,Mobile,11,0
39.94,New York,Tablet,10,0
35.93,Dubai,Desktop,17,0
25.66,Sydney,Tablet,20,0
45.91,New York,Desktop,12,0
2.14,London,Tablet,12,0
82.32,New York,Mobile,0,0
101.97,London,Tablet,22,0
177.39,Dubai,Unknown,11,0
4.67,London,Tablet,22,0
1234.42,Paris,Mobile,2,1
164.24,London,Tablet,9,0
15.76,Tokyo,Mobile,15,0
1.45,London,Unknown,2,0
44.4,London,Desktop,0,0
9.64,Sydney,Desktop,6,0
10.39,Paris,Desktop,22,0
4.88,Tokyo,Desktop,10,0
102.57,Dubai,Tablet,13,1
16.63,New York,Mobile,19,0
45.72,Dubai,Tablet,6,0
77.61,Mumbai,Desktop,1,0
21.81,Toronto,Desktop,19,0
98.53,New York,Desktop,22,0
133.42,Dubai,Tablet,12,0
60.72,Dubai,Unknown,16,1
16.25,New York,Desktop,6,0
39.05,New York,Desktop,1,0
26.49,Mumbai,Desktop,12,0
88.21,Sydney,Desktop,20,0
9.97,Paris,Tablet,4,0
64.98,Toronto,Tablet,17,0
54.42,London,Tablet,20,0
60.87,Sydney,Tablet,14,0
25.42,Sydney,Tablet,15,0
18.21,Paris,Tablet,10,0
148.34,Mumbai,Unknown,2,1
14.28,New York,Tablet,14,0
35.76,Mumbai,Mobile,16,0
14.58,Sydney,Desktop,6,0
629.15,London,Tablet,5,1
51.54,Dubai,Desktop,15,0
35.68,Toronto,Mobile,7,0
7.9,Mumbai,Tablet,1,0
32.79,Sydney,Tablet,9,0
393.72,Dubai,Mobile,1,0
124.14,Sydney,Mobile,23,0
37.98,Mumbai,Mobile,12,0
76.15,Sydney,Unknown,1,1
56.71,Paris,Tablet,23,0
44.52,Toronto,Mobile,1,0
8.15,London,Tablet,9,0
41.91,New York,Tablet,18,0
95.65,Tokyo,Tablet,10,0
8.39,Toronto,Tablet,10,0
97.41,Toronto,Mobile,1,0
133.66,New York,Unknown,20,1
25.73,Dubai,Unknown,22,0
134.53,Sydney,Tablet,16,0
19.82,New York,Mobile,12,0
21.84,New York,Desktop,5,0
18.99,New York,Desktop,22,0
14.28,Dubai,Desktop,12,0
48.76,Sydney,Tablet,9,0
2.63,London,Desktop,12,0
24.98,Sydney,Mobile,18,0
31.89,Mumbai,Tablet,8,0
197.34,Mumbai,Unknown,11,1
21.26,New York,Tablet,16,0
18.6,Dubai,Unknown,10,0
38.52,New York,Desktop,22,0
79.29,Sydney,Mobile,4,0
104.33,New York,Unknown,20,0
46.28,Toronto,Tablet,16,0
18.84,Dubai,Unknown,18,0
35.28,Sydney,Desktop,18,0
15.49,London,Tablet,6,0
71.07,London,Tablet,1,0
8.02,New York,Desktop,15,0
20.18,London,Unknown,2,0
173.21,Mumbai,Mobile,8,0
41.53,Mumbai,Tablet,20,0
36.86,Sydney,Desktop,14,0
42.71,Sydney,Unknown,17,0
15.7,Tokyo,Unknown,8,0
39.83,New York,Mobile,13,0
65.48,Paris,Tablet,5,0
12.78,Sydney,Desktop,14,0
45.8,London,Unknown,6,0
23.09,New York,Desktop,2,0
34.18,Sydney,Mobile,5,0
56.86,London,Desktop,22,0
508.27,New York,Unknown,4,1
443.82,Dubai,Desktop,3,1
626.33,Toronto,Unknown,4,1
30.37,Sydney,Desktop,8,0
17.66,Mumbai,Tablet,6,0
8.0,Paris,Tablet,19,0
5.81,New York,Tablet,19,0
8.02,Mumbai,Desktop,12,0
73.87,London,Unknown,14,0
2.59,Toronto,Desktop,0,0
6.6,Tokyo,Tablet,17,0
16.74,Mumbai,Mobile,17,0
108.36,New York,Mobile,2,0
131.7,New York,Unknown,16,0
38.82,Paris,Tablet,17,0
11.04,New York,Mobile,11,0
11.87,London,Desktop,18,0
20.86,Dubai,Tablet,6,0
103.59,Dubai,Mobile,17,0
23.48,Tokyo,Desktop,21,0
53.96,New York,Unknown,9,0
8.93,New York,Unknown,10,0
73.98,London,Unknown,9,0
24.26,London,Desktop,13,0
74.67,Tokyo,Mobile,13,0
6.75,Paris,Desktop,4,0
16.1,Toronto,Tablet,5,0
168.17,Sydney,Desktop,14,0
75.49,Dubai,Mobile,13,0
1375.28,Tokyo,Tablet,20,1
32.71,Toronto,Tablet,4,0
973.59,Dubai,Unknown,6,1
15.72,Sydney,Mobile,2,0
11.53,Tokyo,Desktop,14,0
483.18,London,Desktop,6,1
3.38,Tokyo,Mobile,19,0
26.74,Mumbai,Desktop,20,0
8.19,Dubai,Unknown,4,0
54.8,London,Tablet,11,0
145.63,Paris,Unknown,13,0
7.97,Tokyo,Desktop,1,0
963.65,Mumbai,Unknown,10,1
16.74,New York,Unknown,5,0
21.94,Toronto,Unknown,6,0
90.3,London,Unknown,22,0
65.98,Mumbai,Desktop,5,0
32.71,Sydney,Desktop,11,0
27.74,London,Unknown,16,0
76.82,Dubai,Tablet,14,0
89.53,Sydney,Desktop,21,0
48.05,Paris,Mobile,21,0
14.35,Paris,Desktop,23,0
30.74,Sydney,Desktop,19,0
68.93,Tokyo,Unknown,9,1
46.7,New York,Mobile,17,0
37.42,Tokyo,Tablet,15,0
19.83,London,Tablet,16,0
141.89,London,Unknown,15,1
54.13,London,Desktop,13,0
87.53,Dubai,Mobile,8,0
14.91,Dubai,Mobile,18,0
94.22,Dubai,Desktop,2,1
24.45,Sydney,Unknown,0,0
257.41,London,Tablet,5,1
38.27,Mumbai,Unknown,12,0
148.16,Tokyo,Tablet,10,0
37.65,London,Unknown,16,0
543.27,Dubai,Unknown,21,1
66.31,London,Unknown,18,0
2.95,Paris,Tablet,0,0
649.14,New York,Unknown,3,1
4.41,Paris,Tablet,20,0
379.77,Dubai,Unknown,2,1
67.28,Dubai,Tablet,5,0
58.38,Mumbai,Desktop,11,0
74.1,Toronto,Desktop,2,1
558.16,Toronto,Tablet,11,0
53.84,Tokyo,Tablet,9,0
65.93,New York,Unknown,16,0
99.16,Mumbai,Unknown,12,0
26.27,Mumbai,Tablet,17,0
9.93,Paris,Desktop,6,0
40.64,London,Mobile,21,0
62.32,Paris,Desktop,13,0
48.8,Toronto,Tablet,1,0
48.4,Tokyo,Desktop,22,0
19.91,Mumbai,Desktop,21,0
7.36,Sydney,Mobile,20,0
31.39,Paris,Unknown,15,0
654.44,London,Unknown,0,1
43.69,London,Mobile,8,0
17.96,London,Desktop,14,0
7.86,Toronto,Tablet,21,0
47.42,Sydney,Unknown,15,0
12.62,Paris,Mobile,7,0
18.81,London,Tablet,0,0
41.74,Tokyo,Mobile,16,0
80.84,Dubai,Tablet,19,0
24.13,Toronto,Desktop,20,0
37.81,Paris,Tablet,9,0
60.67,London,Desktop,18,0
36.22,New York,Mobile,19,0
8.02,Tokyo,Unknown,1,0
587.01,London,Unknown,9,1
245.49,Toronto,Mobile,15,0
42.21,Paris,Mobile,12,0
2255.25,Toronto,Mobile,18,1
924.69,Tokyo,Unknown,4,1
593.23,Sydney,Mobile,19,1
4.91,Tokyo,Desktop,9,0
